lyrics,artiste
Get down girl go headCutie the bomb,Kanye
Met her at a beauty salon,Kanye
With a baby Louis Vuitton,Kanye
Under her underarm,Kanye
She said I can tell you ROC,Kanye
I can tell by ya charm,Kanye
Far as girls you got a flock,Kanye
I can tell by ya charm and ya arm,Kanye
But I'm looking for the one,Kanye
Have you seen her,Kanye
My psychic told me she have a ass like Serena,Kanye
Trina Jennifer Lopez four kids,Kanye
OK get ya kids but then they got their friends,Kanye
I pulled up in the Benz they all got up In,Kanye
We all went to Den and then I had to pay,Kanye
If you fucking with this girl then you betta be payed,Kanye
You know why,Kanye
It take too much to touch her,Kanye
From what I heard she got a baby by Busta,Kanye
My best friend say she use to fuck wit Usher,Kanye
I don't care what none of y'all say I still love herNow I ain't saying she a gold digger,Kanye
But she ain't messing with no broke niggas,Kanye
Now I ain't saying she a gold digger,Kanye
But she ain't messing wit no broke niggas,Kanye
Get down girl go head get down,Kanye
Get down girl go head get down,Kanye
Get down girl go head get down,Kanye
Get down girl go headEighteen years eighteen years,Kanye
She got one of yo kids got you for 18 years,Kanye
I know somebody paying child support for one of his kids,Kanye
His baby momma's car and crib is bigger than his,Kanye
You will see him on TV Any Given Sunday,Kanye
Win the Superbowl and drive off in a Hyundai,Kanye
She was spose to buy ya shorty TYCO with ya money,Kanye
She went to the doctor got lypo with ya money,Kanye
She walking around looking like Micheal with ya money,Kanye
Should of got that insured got GEICO for ya money,Kanye
If you ain't no punk holla We Want Prenup,Kanye
We want prenup! yeah,Kanye
It's something that you need to have,Kanye
'Cause when she leave yo ass she gone leave with half,Kanye
Eighteen years eighteen years,Kanye
And on her eighteenth birthday he found out it wasn't hisNow I ain't saying she a gold digger,Kanye
But she ain't messing with no broke niggas,Kanye
Now I ain't saying she a gold digger,Kanye
But she ain't messing wit no broke niggas,Kanye
Get down girl go head get down,Kanye
Get down girl go head get down,Kanye
Get down girl go head get down,Kanye
Get down girl go headNow I ain't saying you a gold digger you got needs,Kanye
You don't want ya dude to smoke but he can't buy weed,Kanye
You got out to eat and he can't pay y'all can't leave,Kanye
There's dishes in the back he gotta roll up his sleeves,Kanye
But why y'all washing watch him,Kanye
He gone make it into a Benz out of that Datson,Kanye
He got that ambition baby look in his eyes,Kanye
This week he mopping floors next week it's the fries,Kanye
So stick by his side,Kanye
I know his dude's balling but yea that's nice,Kanye
And they gone keep calling and trying,Kanye
But you stay right girl,Kanye
But when you get on he leave yo ass for a white girlGet down girl go head get down,Kanye
Get down girl go head get down,Kanye
Get down girl go head get down,Kanye
Get down girl go head,Kanye
Yo uh uh c'monI've been so lonely girl I've been so sad and down,Kanye
Couldn't understand why haters joked around,Kanye
I wanted to be free with other creatures like me,Kanye
In the frozen fish aisle feelin' like a whore,Kanye
Cause I wasn't being true,Kanye
Even though everyone said that I had to make a switch,Kanye
Acting straight but then going out to the gay fish clubs,Kanye
Dancing with the Marlins making out with the all the Snappers,Kanye
I'd take a Salmon home and work that Coddle Fin for hours,Kanye
But now I'm out and I'm free to love what I want,Kanye
Be it Yellow Fin or Bass or them trout in Vermont,Kanye
I slapped that Holland ass make that Grouper butt shake,Kanye
When i say I've got crabs I mean it literally,Kanye
I was eating dinner and just had to go down on that Mackerel on the dish,Kanye
Yeah now I'm where i belong girlBut I gotta settle down I can't be a whore,Kanye
I ain't gonna just sleep with any fish no more,Kanye
All the faces that I know,Kanye
Ja make them so sunny and trueI don't wanna say goodbye to you,Kanye
So I'll just say good night to you,Kanye
My people no goodbyes to you,Kanye
I'm just gonna say good nightRight now I can see it so vivid,Kanye
Like it was just yesterday like I could relive it,Kanye
And I'm the little kid tryna touch the exhibits,Kanye
But it'll fade before I get to get a hold of that,Kanye
Man I wish I could stop time like a photograph,Kanye
Every joke that they told I'd know to laugh,Kanye
Man man I wouldn't let a moment pass,Kanye
What do it mean when you dream that you fallin',Kanye
What do it mean when you dream that you ballin',Kanye
What do it mean when you never dream at all then,Kanye
And you don't really know cause you can't recall them,Kanye
It's sorta fly you get a chance to say hi to,Kanye
People you never got a chance to say bye to,Kanye
Maybe you could pull em up outta your dreams,Kanye
Into real life if you try to,Kanye
So close but so far,Kanye
And so far no cigar,Kanye
We can't dwell on the past all we got is today,Kanye
So I'm a live like there's no tomorrow,Kanye
No goodbyeI don't wanna say goodbye to you,Kanye
So I'll just say good night to you,Kanye
My people no goodbyes to you,Kanye
I'm just gonna say good nightUh to you,Kanye
If I part my heart will live through you,Kanye
Dream beautiful and unusual,Kanye
Wake up like everyday new to you,Kanye
Stay true to you a hood musical,Kanye
My art will live through you,Kanye
Dream beautiful and unusual,Kanye
Wake up like everyday new to you,Kanye
Stay true to you a hood musicalI don't wanna say goodbye to you,Kanye
So I'll just say good night to you,Kanye
My people no goodbyes to you,Kanye
All the faces that I know,Kanye
All the faces that I know,Kanye
All the faces that I know,Kanye
Ja make them so sunny and true,Kanye
Bound to fall in love,Kanye
When a real nigga hold you down you supposed to drown boundBound to fall in love,Kanye
She say she only here for her girl birthday,Kanye
They ordered champagne but still look thirsty,Kanye
Rock Forever 21 but just turned thirty,Kanye
I know I got a bad reputation,Kanye
Walking 'round always mad reputation,Kanye
Leave a pretty girl sad reputation,Kanye
Start a Fight Club Brad reputation,Kanye
I turnt the nightclub out of the basement,Kanye
I'll turn the plane 'round your ass keep complaining,Kanye
How you gon' be mad on vacation?,Kanye
Dutty wining 'round all these Jamaicans,Kanye
Uh this that prom shit,Kanye
This that what we do don't tell your mom shit,Kanye
This that red cup all on the lawn shit,Kanye
Got a fresh cut straight out the salon bitchI know you're tired of loving of loving,Kanye
One good girl is worth a thousand bitches boundBound to fall in love,Kanye
After that give you something to drink,Kanye
Step back can't get spunk on the mink,Kanye
I mean damn what would Jeromey Romey Romey Rome think?,Kanye
Hey you remember where we first met?,Kanye
Okay I don't remember where we first met,Kanye
But hey admitting is the first step,Kanye
And hey you know ain't nobody perfect,Kanye
And I know with the hoes I got the worst rep,Kanye
But hey their backstroke I'm tryna perfect,Kanye
And hey ayo we made it Thanksgiving,Kanye
So hey maybe we can make it to Christmas,Kanye
She asked me what I wished for on the wishlist,Kanye
Have you ever asked your bitch for other bitches?,Kanye
Maybe we could still make it to the church steps,Kanye
But first you gon' remember how to forget,Kanye
I'm tired you tired Jesus weptI know you're tired of loving of loving,Kanye
With nobody to love nobody nobody,Kanye
So just grab somebody no leaving this party,Kanye
Jerome's in the house watch your mouthBound to fall in love,Kanye
,Kanye
This another one champion sound,Kanye
Yeah Estelle we about to get down,Kanye
Who the hottest in the world right now.,Kanye
Just touched down in London town.,Kanye
Bet they give me a pound.,Kanye
Tell them put the money in my hand right now.,Kanye
Tell the promoter we need more seats,Kanye
We just sold out all the floor seats,Kanye
Take me on a trip I'd like to go some day.,Kanye
Take me to New York I'd love to see LA.,Kanye
I really want to come kick it with you.,Kanye
You'll be my American Boy.He said  Hey Sista' it's really really nice to meet ya.,Kanye
I just met this 5 foot 7 guy who's just my type.,Kanye
Like the way he's speaking his confidence is peaking.,Kanye
Don't like his baggy jeans but I'm a like what's underneath it.,Kanye
And no I ain't been to MIA,Kanye
I heard that Cali never rains and New York heart awaits. First let's see the west end.,Kanye
I'll show you to my bridrens.,Kanye
I'm liking this American Boy. American Boy,Kanye
Take me on a trip I'd like to go some day,Kanye
Take me to New York I'd love to see LA.,Kanye
I really want to come kick it with you.,Kanye
Will you be my American Boy? American Boy.Can we get away this weekend.,Kanye
Take me to Broadway.,Kanye
Let's go shopping baby then we'll go to a Cafe.,Kanye
Let's go on the subway.,Kanye
Take me to your hood.,Kanye
I neva been to Brooklyn and I'd like to see what's good.,Kanye
Dressed in all your fancy clothes.,Kanye
Sneaker's looking Fresh to Death I'm lovin those Shell Toes.,Kanye
Walkin that walk.,Kanye
Talk that slick talk.,Kanye
I'm liking this American Boy. American Boy.,Kanye
Take me on a trip I'd like to go some day.,Kanye
Take me to New York I'd love to see LA.,Kanye
I really want to come kick it with you.,Kanye
You'll be my American BoyTell'em wagwan blad!,Kanye
Who killin em in the UK everybody gonna say You K!,Kanye
Reluctantly 'cause most of this press don't f**k with me.Estelle once said to me cool down down don't act a fool now now,Kanye
I always act a fool oww oww ain't nothing new now now.He crazy I know what ya thinkin,Kanye
Ribena I know what you're drinkin,Kanye
Rap singer chain blinger,Kanye
Holla at the next chick soon as you're blinkin.What's you're persona,Kanye
About this Americana Rama am I shallow,Kanye
'Cause all my clothes designer.Dressed smart like a London Bloke.,Kanye
Before he speak his suit bespoke.,Kanye
And you thought he was cute before,Kanye
Look at this P Coat tell me he's broke.And I know you ain't into all that,Kanye
I heard your lyrics I feel your spirit,Kanye
'Cause a lot wags want to hear it.And I'm feelin like Mike at his Baddest.,Kanye
Like the Pips with the Gladys.,Kanye
And I know they love it.,Kanye
So to hell with all that rubbish,Kanye
Would you be my love my love.,Kanye
Could be mine would you be my love my love could be mine,Kanye
Could you be my love my love.,Kanye
Would you be my American Boy? American Boy.,Kanye
Take me on a trip I'd like to go some day,Kanye
Take me to Chicago San Francisco Bay.,Kanye
I really want to come kick it with you.,Kanye
You'll be my American BoyTake me on a trip I'd like to go some day.,Kanye
Take me to New York I'd love to see LA.,Kanye
I really want to come kick it with you.,Kanye
Will you be my American Boy? American Boy.,Kanye
You might think you've peeped the scene,Kanye
You haven't,Kanye
The real one is far to mean,Kanye
The wattered down the one you know,Kanye
Was made up centuries ago,Kanye
They it sound all wack and corny,Kanye
Yes its awful blasted boring,Kanye
Twisted fiction sick addiction,Kanye
Well gather round children,Kanye
Zip it listen!Can we get much higher?,Kanye
So high,Kanye
Oh oh oh oh oh oh oh oh oh,Kanye
Can we get much higher?,Kanye
So high,Kanye
Oh oh oh oh oh oh oh oh oh,Kanye
Can we get much higher?,Kanye
So high,Kanye
Oh oh oh oh oh oh oh oh oh,Kanye
Can we get much higher?,Kanye
So high,Kanye
Oh oh oh oh oh oh oh oh ohYeah yeah yeah yeah,Kanye
I fantasized about this back in Chicago,Kanye
Mercy mercy me that Murcielago,Kanye
That's me the first year that I blow,Kanye
How you say broke in Spanish? Me no hablo,Kanye
Me drown sorrow in that Diablo,Kanye
Me found bravery in my bravado,Kanye
D.J's need to listen to the model's,Kanye
You ain't got no fuckin' Yeezy in your Serato?,Kanye
Stupid but what the fuck do I know?,Kanye
And my bitch in that new Phoebe Philo,Kanye
So much head I woke up to Sleepy HollowCan we get much higher?,Kanye
Oh oh oh oh oh oh oh oh ohLook like a fat booty Celine Dion,Kanye
Sex is on fire I'm the King of Leon and Louis,Kanye
Beyond the truest,Kanye
Hey teacher teacher,Kanye
Tell me how do you respawn the students?,Kanye
And refresh the page and restart the memory?,Kanye
Respark the soul and rebuild the energy?,Kanye
